"Rank","Company Names","Company Code","Marketcap","Stock Price","Origin Flag","Country"
"1273","Equity LifeStyle Properties","ELS","$13.08 B","$66.91","🇺🇸","USA"
"1274","Cochlear","COH.AX","$13.05 B","$199.38","🇦🇺","Australia"
"1275","Uni-President Enterprises","1216.TW","$13.01 B","$2.29","🇹🇼","Taiwan"
"1276","Affirm","AFRM","$12.99 B","$43.06","🇺🇸","USA"
"1277","Cipla","CIPLA.NS","$12.99 B","$16.09","🇮🇳","India"
"1278","Logitech","LOGI","$12.98 B","$83.88","🇨🇭","Switzerland"
"1279","Zebra Technologies","ZBRA","$12.97 B","$252.64","🇺🇸","USA"
"1280","Pure Storage","PSTG","$12.97 B","$41.06","🇺🇸","USA"
"1281","bioMérieux","BIM.PA","$12.93 B","$109.52","🇫🇷","France"
"1282","BDO Unibank","BDOUY","$12.93 B","$24.24","","Philippines"
"1283","Brenntag","BNR.DE","$12.90 B","$87.55","🇩🇪","Germany"
"1284","AspenTech","AZPN","$12.89 B","$202.44","🇺🇸","USA"
"1285","Amerco","UHAL","$12.88 B","$67.24","🇺🇸","USA"
"1286","Pan Pacific International Holdings","7532.T","$12.88 B","$21.59","🇯🇵","Japan"
"1287","Link REIT","0823.HK","$12.85 B","$5.00","🇭🇰","Hong Kong"
"1288","Bunge","BG","$12.85 B","$88.48","🇺🇸","USA"
"1289","ABN AMRO","ABN.AS","$12.84 B","$14.85","🇳🇱","Netherlands"
"1290","Gold Fields","GFI","$12.84 B","$14.38","🇿🇦","South Africa"
"1291","MTU Aero Engines","MTX.DE","$12.84 B","$238.90","🇩🇪","Germany"
"1292","Williams-Sonoma","WSM","$12.82 B","$200.01","🇺🇸","USA"
"1293","Unity Software","U","$12.82 B","$33.76","🇺🇸","USA"
"1294","Bharat Petroleum","BPCL.NS","$12.82 B","$5.93","🇮🇳","India"
"1295","Resona Holdings","8308.T","$12.81 B","$5.50","🇯🇵","Japan"
"1296","OTP Bank","OTP.BD","$12.81 B","$45.86","","Hungary"
"1297","Roku","ROKU","$12.77 B","$89.68","🇺🇸","USA"
"1298","Lincoln Electric","LECO","$12.77 B","$223.27","🇺🇸","USA"
"1299","Lundbergföretagen","LUND-B.ST","$12.76 B","$51.48","🇸🇪","Sweden"
"1300","Burlington Stores","BURL","$12.76 B","$197.76","🇺🇸","USA"
"1301","Seres Group","601127.SS","$12.74 B","$8.44","🇨🇳","China"
"1302","Trimble","TRMB","$12.70 B","$51.08","🇺🇸","USA"
"1303","Bank of Shanghai","601229.SS","$12.70 B","$0.89","🇨🇳","China"
"1304","NIO","NIO","$12.69 B","$6.10","🇨🇳","China"
"1305","International Paper","IP","$12.69 B","$36.70","🇺🇸","USA"
"1306","Union Bank of India","UNIONBANK.NS","$12.67 B","$1.71","🇮🇳","India"
"1307","Interpublic Group","IPG","$12.66 B","$33.06","🇺🇸","USA"
"1308","DocuSign","DOCU","$12.65 B","$62.06","🇺🇸","USA"
"1309","Galp Energia","GZ5.F","$12.65 B","$15.48","🇵🇹","Portugal"
"1310","Astra International","ASII.JK","$12.62 B","$0.31","🇮🇩","Indonesia"
"1311","Grab Holdings","GRAB","$12.59 B","$3.22","🇸🇬","Singapore"
"1312","LKQ Corporation","LKQ","$12.59 B","$47.06","🇺🇸","USA"
"1313","Power Assets","0006.HK","$12.54 B","$5.89","🇭🇰","Hong Kong"
"1314","E.SUN Bank","2884.TW","$12.54 B","$0.80","🇹🇼","Taiwan"
"1315","Qatar Islamic Bank","QIBK.QA","$12.53 B","$5.30","🇶🇦","Qatar"
"1316","Aluminum Corporation of China","601600.SS","$12.53 B","$0.80","🇨🇳","China"
"1317","New Oriental","EDU","$12.53 B","$75.72","🇨🇳","China"
"1318","Bank Albilad","1140.SR","$12.52 B","$12.53","🇸🇦","S. Arabia"
"1319","ENEOS Holdings","5020.T","$12.52 B","$4.15","🇯🇵","Japan"
"1320","Albertsons","ACI","$12.52 B","$21.74","🇺🇸","USA"
"1321","Power Financial","PWF-PS.TO","$12.49 B","$13.60","🇨🇦","Canada"
"1322","Alliant Energy","LNT","$12.49 B","$48.96","🇺🇸","USA"
"1323","China Resources Beer","0291.HK","$12.47 B","$3.85","🇭🇰","Hong Kong"
"1324","Turkish Airlines","THYAO.IS","$12.46 B","$9.03","🇹🇷","Turkey"
"1325","GFL Environmental","GFL","$12.44 B","$33.64","🇨🇦","Canada"
"1326","Cholamandalam Investment and Finance","CHOLAFIN.NS","$12.43 B","$14.81","🇮🇳","India"
"1327","Shree Cement","SHREECEM.NS","$12.33 B","$341.94","🇮🇳","India"
"1328","Dick's Sporting Goods","DKS","$12.32 B","$150.76","🇺🇸","USA"
"1329","Capitec Bank","CPI.JO","$12.32 B","$106.43","🇿🇦","South Africa"
"1330","Jack Henry & Associates","JKHY","$12.31 B","$169.14","🇺🇸","USA"
"1331","WuXi Biologics","WXXWY","$12.29 B","$5.84","🇨🇳","China"
"1332","Rede D'Or Sao Luiz","RDOR3.SA","$12.27 B","$5.44","🇧🇷","Brazil"
"1333","Wiwynn","6669.TW","$12.26 B","$70.14","🇹🇼","Taiwan"
"1334","BE Semiconductor","BESI.AS","$12.24 B","$152.88","🇳🇱","Netherlands"
"1335","Gaming and Leisure Properties","GLPI","$12.23 B","$45.84","🇺🇸","USA"
"1336","China Steel","2002A.TW","$12.23 B","$1.40","🇹🇼","Taiwan"
"1337","ABB India","ABB.NS","$12.22 B","$57.67","🇮🇳","India"
"1338","Bangkok Dusit Medical Services (BDMS)","BDMS.BK","$12.20 B","$0.77","🇹🇭","Thailand"
"1339","Saia","SAIA","$12.20 B","$459.56","🇺🇸","USA"
"1340","Shanghai Airport (AVINEX)","600009.SS","$12.19 B","$4.90","🇨🇳","China"
"1341","Traton","8TRA.DE","$12.19 B","$24.39","🇩🇪","Germany"
"1342","NRG Energy","NRG","$12.15 B","$53.85","🇺🇸","USA"
"1343","Smith & Nephew","SNN","$12.15 B","$27.81","🇬🇧","UK"
"1344","Shinkin Central Bank","8421.T","$12.14 B","$1,810","🇯🇵","Japan"
"1345","Taiwan Cooperative Financial","5880.TW","$12.13 B","$0.82","🇹🇼","Taiwan"
"1346","AECOM","ACM","$12.12 B","$89.17","🇺🇸","USA"
"1347","Abu Dhabi National Oil Company (ADNOC)","ADNOCDIST.AE","$12.11 B","$0.97","🇦🇪","UAE"
"1348","Metro","MRU.TO","$12.09 B","$52.84","🇨🇦","Canada"
"1349","Eicher Motors","EICHERMOT.NS","$12.08 B","$44.16","🇮🇳","India"
"1350","Norsk Hydro","NHY.OL","$12.06 B","$6.01","🇳🇴","Norway"
"1351","ZoomInfo","ZI","$12.05 B","$16.90","🇺🇸","USA"
"1352","LG Electronics","066570.KS","$12.05 B","$70.71","🇰🇷","S. Korea"
"1353","Lodha Group","LODHA.NS","$12.02 B","$12.45","🇮🇳","India"
"1354","Pandora","PNDORA.CO","$12.02 B","$146.68","🇩🇰","Denmark"
"1355","NIBE Industrier","NIBE-B.ST","$12.01 B","$5.96","🇸🇪","Sweden"
"1356","Fortum","FORTUM.HE","$12.01 B","$13.39","🇫🇮","Finland"
"1357","Bureau Veritas","BVI.PA","$12.00 B","$26.46","🇫🇷","France"
"1358","A. O. Smith","AOS","$12.00 B","$80.70","🇺🇸","USA"
"1359","Bank of Nanjing","601009.SS","$12.00 B","$1.16","🇨🇳","China"
"1360","Davide Campari-Milano","CPR.MI","$11.99 B","$9.99","🇮🇹","Italy"
"1361","Kikkoman","2801.T","$11.98 B","$62.95","🇯🇵","Japan"
"1362","Vedanta","VEDL.NS","$11.97 B","$3.22","🇮🇳","India"
"1363","Swatch","UHR.SW","$11.96 B","$234.24","🇨🇭","Switzerland"
"1364","Pentair","PNR","$11.96 B","$72.38","🇬🇧","UK"
"1365","Localiza","RENT3.SA","$11.96 B","$11.31","🇧🇷","Brazil"
"1366","CNA Financial","CNA","$11.94 B","$44.09","🇺🇸","USA"
"1367","Adani Transmission","ADANITRANS.NS","$11.94 B","$10.70","🇮🇳","India"
"1368","JDE Peet's","JDEP.AS","$11.93 B","$24.56","🇳🇱","Netherlands"
"1369","Juniper Networks","JNPR","$11.91 B","$37.21","🇺🇸","USA"
"1370","Karuna Therapeutics","KRTX","$11.90 B","$314.20","🇺🇸","USA"
"1371","Suncorp","SUN.AX","$11.89 B","$9.37","🇦🇺","Australia"
"1372","Cemex","CX","$11.89 B","$8.21","🇲🇽","Mexico"
"1373","Elastic NV","ESTC","$11.88 B","$119.26","🇺🇸","USA"
"1374","OpenText","OTEX","$11.87 B","$43.73","🇨🇦","Canada"
"1375","KEPCO","9503.T","$11.87 B","$13.30","🇯🇵","Japan"
"1376","Credicorp","BAP","$11.86 B","$149.24","🇧🇲","Bermuda"
"1377","Carrefour","CA.PA","$11.86 B","$17.17","🇫🇷","France"
"1378","Prysmian Group","PRY.MI","$11.83 B","$43.42","🇮🇹","Italy"
"1379","Celsius Holdings","CELH","$11.82 B","$51.04","🇺🇸","USA"
"1380","Exact Sciences","EXAS","$11.81 B","$65.32","🇺🇸","USA"
"1381","Siemens Energy","ENR.F","$11.80 B","$14.90","🇩🇪","Germany"
"1382","Avangrid","AGR","$11.80 B","$30.52","🇺🇸","USA"
"1383","Morningstar","MORN","$11.78 B","$275.93","🇺🇸","USA"
"1384","Eurofins Scientific","ERF.PA","$11.74 B","$60.91","🇱🇺","Luxembourg"
"1385","Bank Leumi","LUMI.TA","$11.74 B","$7.71","🇮🇱","Israel"
"1386","TopBuild","BLD","$11.74 B","$369.56","🇺🇸","USA"
"1387","Dr. Reddy's","RDY","$11.73 B","$69.62","🇮🇳","India"
"1388","Rexford Industrial","REXR","$11.72 B","$54.11","🇺🇸","USA"
"1389","China Merchants Shekou Industrial Zone","001979.SZ","$11.71 B","$1.29","🇨🇳","China"
"1390","Swire Properties","1972.HK","$11.70 B","$2.00","🇭🇰","Hong Kong"
"1391","Shandong Gold Mining","600547.SS","$11.70 B","$2.89","🇨🇳","China"
"1392","Regency Centers","REG","$11.69 B","$63.00","🇺🇸","USA"
"1393","First Financial Holding","2892.TW","$11.69 B","$0.86","🇹🇼","Taiwan"
"1394","“K” Line","9107.T","$11.68 B","$47.63","🇯🇵","Japan"
"1395","Liberty Broadband","LBRDA","$11.68 B","$79.28","🇺🇸","USA"
"1396","Fresenius Medical Care","FMS","$11.67 B","$19.90","🇩🇪","Germany"
"1397","TFI International","TFII","$11.66 B","$135.73","🇨🇦","Canada"
"1398","Santander Polska","SPL.WA","$11.65 B","$114.02","🇵🇱","Poland"
"1399","Ares Capital","ARCC","$11.64 B","$20.46","🇺🇸","USA"
"1400","Bank Hapoalim","POLI.TA","$11.60 B","$8.68","🇮🇱","Israel"
"1401","Kirin Holdings","2503.T","$11.59 B","$14.27","🇯🇵","Japan"
"1402","Globe Life","GL","$11.54 B","$122.69","🇺🇸","USA"
"1403","Hotai Motor","2207.TW","$11.54 B","$20.72","🇹🇼","Taiwan"
"1404","Ovintiv","OVV","$11.53 B","$42.44","🇺🇸","USA"
"1405","Sarepta Therapeutics","SRPT","$11.53 B","$122.02","🇺🇸","USA"
"1406","Evergy","EVRG","$11.52 B","$50.17","🇺🇸","USA"
"1407","Kazatomprom","0ZQ.F","$11.52 B","$39.31","🇰🇿","Kazakhstan"
"1408","Surgutneftegas","SNGS.ME","$11.51 B","$0.33","🇷🇺","Russia"
"1409","Teleflex","TFX","$11.49 B","$244.71","🇺🇸","USA"
"1410","IHH Healthcare","Q0F.SI","$11.49 B","$1.31","🇲🇾","Malaysia"
"1411","INWIT","INW.MI","$11.45 B","$12.10","🇮🇹","Italy"
"1412","Nitto Denko","6988.T","$11.42 B","$80.16","🇯🇵","Japan"
"1413","Texas Pacific Land Trust","TPL","$11.42 B","$1,489","🇺🇸","USA"
"1414","Ritchie Bros. Auctioneers","RBA","$11.42 B","$62.66","🇨🇦","Canada"
"1415","AES","AES","$11.41 B","$17.05","🇺🇸","USA"
"1416","Ryan Specialty Group","RYAN","$11.40 B","$43.84","🇺🇸","USA"
"1417","Divis Laboratories","DIVISLAB.NS","$11.40 B","$42.97","🇮🇳","India"
"1418","Dabur","DABUR.NS","$11.39 B","$6.43","🇮🇳","India"
"1419","Plains All American Pipeline","PAA","$11.39 B","$16.25","🇺🇸","USA"
"1420","Vivendi","VIV.PA","$11.37 B","$11.10","🇫🇷","France"
"1421","PChem (Petronas Chemicals Group)","5183.KL","$11.36 B","$1.42","🇲🇾","Malaysia"
"1422","Charles River Laboratories","CRL","$11.34 B","$221.07","🇺🇸","USA"
"1423","Bio-Techne","TECH","$11.33 B","$71.68","🇺🇸","USA"
"1424","AIB Group (Allied Irish Banks)","A5G.IR","$11.32 B","$4.32","🇮🇪","Ireland"
"1425","Banco de Chile","BCH","$11.31 B","$22.25","🇨🇱","Chile"
"1426","Sysmex","6869.T","$11.31 B","$54.05","🇯🇵","Japan"
"1427","JD Health","6618.HK","$11.30 B","$3.54","🇨🇳","China"
"1428","Equitable Holdings","EQH","$11.29 B","$33.36","🇺🇸","USA"
"1429","Reinsurance Group of America","RGA","$11.28 B","$171.24","🇺🇸","USA"
"1430","Recordati","REC.MI","$11.27 B","$54.69","🇮🇹","Italy"
"1431","CapitaLand Investment Limited","9CI.SI","$11.27 B","$2.20","🇸🇬","Singapore"
"1432","NN Group","NN.AS","$11.25 B","$41.08","🇳🇱","Netherlands"
"1433","Ally","ALLY","$11.24 B","$37.17","🇺🇸","USA"
"1434","TVS Motor","TVSMOTOR.NS","$11.23 B","$23.65","🇮🇳","India"
"1435","Japan Exchange Group","8697.T","$11.21 B","$21.56","🇯🇵","Japan"
"1436","Boston Properties","BXP","$11.20 B","$71.42","🇺🇸","USA"
"1437","RenaissanceRe","RNR","$11.20 B","$213.47","🇧🇲","Bermuda"
"1438","Shiseido","4911.T","$11.19 B","$28.02","🇯🇵","Japan"
"1439","Julius Bär","BAER.SW","$11.18 B","$54.71","🇨🇭","Switzerland"
"1440","CarMax","KMX","$11.18 B","$70.83","🇺🇸","USA"
"1441","GitLab","GTLB","$11.18 B","$71.84","🇺🇸","USA"
"1442","Paycom","PAYC","$11.14 B","$193.11","🇺🇸","USA"
"1443","Western Midstream","WES","$11.14 B","$29.36","🇺🇸","USA"
"1444","Enel Américas","ENELAM.SN","$11.13 B","$0.10","🇨🇱","Chile"
"1445","US Foods","USFD","$11.12 B","$45.24","🇺🇸","USA"
"1446","Tsingtao","600600.SS","$11.09 B","$10.32","🇨🇳","China"
"1447","Bajaj Holdings & Investment","BAJAJHLDNG.NS","$11.05 B","$99.25","🇮🇳","India"
"1448","Hero MotoCorp","HEROMOTOCO.NS","$11.05 B","$55.28","🇮🇳","India"
"1449","Performance Food Group","PFGC","$11.04 B","$70.99","🇺🇸","USA"
"1450","Nippon Sanso","4091.T","$11.03 B","$25.50","🇯🇵","Japan"
"1451","Indian Overseas Bank","IOB.NS","$11.02 B","$0.58","🇮🇳","India"
"1452","Mediobanca","MB.MI","$11.01 B","$13.10","🇮🇹","Italy"
"1453","Yuanta Financial Holding","2885.TW","$11.01 B","$0.87","🇹🇼","Taiwan"
"1454","F5 Networks","FFIV","$11.01 B","$184.43","🇺🇸","USA"
"1455","HF Sinclair","DINO","$11.00 B","$55.02","🇺🇸","USA"
"1456","Banque Cantonale Vaudoise","BCVN.SW","$10.99 B","$128.06","🇨🇭","Switzerland"
"1457","Lifco","LIFCO-B.ST","$10.98 B","$24.19","🇸🇪","Sweden"
"1458","Allegion","ALLE","$10.98 B","$125.08","🇮🇪","Ireland"
"1459","Floor & Decor","FND","$10.96 B","$102.93","🇺🇸","USA"
"1460","IDBI Bank","IDBI.NS","$10.96 B","$1.02","🇮🇳","India"
"1461","New China Life Insurance","601336.SS","$10.95 B","$4.36","🇨🇳","China"
"1462","Apollo Hospitals","APOLLOHOSP.NS","$10.95 B","$76.18","🇮🇳","India"
"1463","Xero","XRO.AX","$10.91 B","$71.99","🇳🇿","New Zealand"
"1464","Shriram Transport Finance","SHRIRAMFIN.NS","$10.89 B","$28.99","🇮🇳","India"
"1465","Arabian Internet and Communications Services","7202.SR","$10.88 B","$91.52","🇸🇦","S. Arabia"
"1466","Dropbox","DBX","$10.88 B","$32.26","🇺🇸","USA"
"1467","Wistron Corporation","3231.TW","$10.88 B","$3.73","🇹🇼","Taiwan"
"1468","Crown Holdings","CCK","$10.88 B","$90.22","🇺🇸","USA"
"1469","Coty","COTY","$10.88 B","$12.20","🇺🇸","USA"
"1470","Coca-Cola HBC","CCH.L","$10.87 B","$29.65","🇨🇭","Switzerland"
"1471","Lamar Advertising","LAMR","$10.86 B","$106.48","🇺🇸","USA"
"1472","Isuzu","7202.T","$10.84 B","$14.09","🇯🇵","Japan"
"1473","Formosa Chemicals & Fibre","1326.TW","$10.84 B","$1.85","🇹🇼","Taiwan"
"1474","Abu Dhabi Islamic Bank (ADIB)","ADIB.AE","$10.83 B","$2.98","🇦🇪","UAE"
"1475","Largan Precision","3008.TW","$10.83 B","$81.19","🇹🇼","Taiwan"
"1476","Wynn Resorts","WYNN","$10.82 B","$95.84","🇺🇸","USA"
"1477","M3, Inc","2413.T","$10.78 B","$15.89","🇯🇵","Japan"
"1478","U.S. Steel","X","$10.78 B","$48.32","🇺🇸","USA"
"1479","Amdocs","DOX","$10.77 B","$92.14","🇺🇸","USA"
"1480","D'Ieteren Group","DIE.BR","$10.73 B","$202.83","🇧🇪","Belgium"
"1481","Yandex","YNDX.ME","$10.72 B","$31.83","🇳🇱","Netherlands"
"1482","Etihad Etisalat (Mobily)","7020.SR","$10.72 B","$13.82","🇸🇦","S. Arabia"
"1483","NiSource","NI","$10.72 B","$25.94","🇺🇸","USA"
"1484","Siam Makro","MAKRO.BK","$10.72 B","$1.01","🇹🇭","Thailand"
"1485","Westrock","WRK","$10.70 B","$41.72","🇺🇸","USA"
"1486","JBS","JBSS3.SA","$10.69 B","$4.82","🇧🇷","Brazil"
"1487","Wise PLC","WISE.L","$10.69 B","$10.40","🇬🇧","UK"
"1488","Universal Health Services","UHS","$10.68 B","$156.54","🇺🇸","USA"
"1489","Renault","RNO.PA","$10.68 B","$37.05","🇫🇷","France"
"1490","Sabesp","SBS","$10.66 B","$15.60","🇧🇷","Brazil"
"1491","WPP","WPP","$10.66 B","$49.61","🇬🇧","UK"
"1492","China Eastern Airlines","600115.SS","$10.64 B","$0.54","🇨🇳","China"
"1493","Al Dar Properties","ALDAR.AE","$10.64 B","$1.35","🇦🇪","UAE"
"1494","Nemetschek","NEM.F","$10.60 B","$91.80","🇩🇪","Germany"
"1495","Ceridian","CDAY","$10.57 B","$67.76","🇺🇸","USA"
"1496","Huazhu Hotels","HTHT","$10.57 B","$33.16","🇨🇳","China"
"1497","ASUS","2357.TW","$10.56 B","$14.22","🇹🇼","Taiwan"
"1498","Healthpeak Properties","PEAK","$10.54 B","$19.27","🇺🇸","USA"
"1499","Chr. Hansen","CHR.CO","$10.54 B","$80.11","🇩🇰","Denmark"
"1500","NHPC Limited","NHPC.NS","$10.51 B","$1.05","🇮🇳","India"
"1501","AEGON","AEG","$10.50 B","$5.92","🇳🇱","Netherlands"
"1502","AMEC","688012.SS","$10.49 B","$16.95","🇨🇳","China"
"1503","Tianqi Lithium","002466.SZ","$10.49 B","$7.11","🇨🇳","China"
"1504","Celcomdigi","6947.KL","$10.48 B","$0.89","🇲🇾","Malaysia"
"1505","MarketAxess","MKTX","$10.48 B","$276.60","🇺🇸","USA"
"1506","Asahi Kasei","3407.T","$10.47 B","$7.56","🇯🇵","Japan"
"1507","Arab National Bank","1080.SR","$10.46 B","$6.98","🇸🇦","S. Arabia"
"1508","East West Bancorp","EWBC","$10.45 B","$74.66","🇺🇸","USA"
"1509","Repligen","RGEN","$10.45 B","$187.23","🇺🇸","USA"
"1510","Emcor","EME","$10.44 B","$222.07","🇺🇸","USA"
"1511","Halma","HLMA.L","$10.44 B","$27.50","🇬🇧","UK"
"1512","Match Group","MTCH","$10.39 B","$38.26","🇺🇸","USA"
"1513","The Mosaic Company","MOS","$10.39 B","$31.80","🇺🇸","USA"
"1514","Permian Resources","PR","$10.36 B","$13.44","🇺🇸","USA"
"1515","Canara Bank","CANBK.NS","$10.36 B","$5.71","🇮🇳","India"
"1516","Yaskawa","6506.T","$10.33 B","$39.51","🇯🇵","Japan"
"1517","Sumitomo Denki Kōgyō","5802.T","$10.32 B","$13.24","🇯🇵","Japan"
"1518","Dino Polska","DNP.WA","$10.32 B","$105.31","🇵🇱","Poland"
"1519","Penske Automotive","PAG","$10.30 B","$153.77","🇺🇸","USA"
"1520","monday.com","MNDY","$10.30 B","$213.47","🇮🇱","Israel"
"1521","Procore","PCOR","$10.30 B","$71.79","🇺🇸","USA"
"1522","Swire Pacific","0019.HK","$10.30 B","$7.93","🇭🇰","Hong Kong"
"1523","Ecopro","086520.KQ","$10.29 B","$390.64","🇰🇷","S. Korea"
"1524","Five Below","FIVE","$10.29 B","$186.46","🇺🇸","USA"
"1525","Globant","GLOB","$10.28 B","$242.27","🇱🇺","Luxembourg"
"1526","ANA Holdings","9202.T","$10.27 B","$21.83","🇯🇵","Japan"
"1527","Evergreen Marine","2603.TW","$10.26 B","$4.85","🇹🇼","Taiwan"
"1528","Toll Brothers","TOL","$10.26 B","$98.63","🇺🇸","USA"
"1529","EVE Energy","300014.SZ","$10.26 B","$5.02","🇨🇳","China"
"1530","Advanced Drainage Systems","WMS","$10.25 B","$131.66","🇺🇸","USA"
"1531","Camden Property Trust","CPT","$10.25 B","$96.06","🇺🇸","USA"
"1532","United Therapeutics","UTHR","$10.25 B","$218.18","🇺🇸","USA"
"1533","Leonardo","LDO.MI","$10.23 B","$17.50","🇮🇹","Italy"
"1534","Computershare","CPU.AX","$10.21 B","$16.92","🇦🇺","Australia"
"1535","YPF
(Yacimientos Petrolíferos Fiscales)","YPF","$10.20 B","$17.02","🇦🇷","Argentina"
"1536","Huntington Ingalls Industries","HII","$10.19 B","$256.66","🇺🇸","USA"
"1537","Casey's General Stores","CASY","$10.18 B","$274.50","🇺🇸","USA"
"1538","Legend Biotech","LEGN","$10.18 B","$55.88","🇺🇸","USA"
"1539","West Japan Railway","9021.T","$10.17 B","$41.42","🇯🇵","Japan"
"1540","Nexi","NEXI.MI","$10.17 B","$7.76","🇮🇹","Italy"
"1541","Randstad","RAND.AS","$10.17 B","$56.51","🇳🇱","Netherlands"
"1542","Pershing Square Holdings","PSHZF","$10.16 B","$47.14","🇺🇸","USA"
"1543","Demant","DEMANT.CO","$10.16 B","$45.39","🇩🇰","Denmark"
"1544","XPO Logistics","XPO","$10.15 B","$87.58","🇺🇸","USA"
"1545","Daiwa Securities Group","8601.T","$10.15 B","$7.18","🇯🇵","Japan"
"1546","CubeSmart","CUBE","$10.14 B","$44.83","🇺🇸","USA"
"1547","Suntory","2587.T","$10.14 B","$32.82","🇯🇵","Japan"
"1548","Service Corporation International","SCI","$10.13 B","$68.61","🇺🇸","USA"
"1549","Novatek Microelectronics","3034.TW","$10.13 B","$16.65","🇹🇼","Taiwan"
"1550","Grupo ACS","ACS.MC","$10.12 B","$38.51","🇪🇸","Spain"
"1551","Unibail-Rodamco-Westfield","URW.PA","$10.10 B","$72.15","🇫🇷","France"
"1552","Aisin Seiki","7259.T","$10.10 B","$37.48","🇯🇵","Japan"
"1553","Chesapeake Energy","CHK","$10.09 B","$77.21","🇺🇸","USA"
"1554","Liberty Media","LSXMB","$10.09 B","$31.01","🇺🇸","USA"
"1555","C. H. Robinson","CHRW","$10.08 B","$86.50","🇺🇸","USA"
"1556","Stora Enso","STEAV.HE","$10.08 B","$12.74","🇫🇮","Finland"
"1557","Accor","AC.PA","$10.08 B","$39.97","🇫🇷","France"
"1558","Mankind Pharma","MANKIND.NS","$10.08 B","$25.17","🇮🇳","India"
"1559","Knorr-Bremse","KBX.DE","$10.08 B","$62.53","🇩🇪","Germany"
"1560","American Financial Group","AFG","$10.07 B","$120.25","🇺🇸","USA"
"1561","Smurfit Kappa Group","SK3.IR","$10.06 B","$38.68","🇮🇪","Ireland"
"1562","Eiffage","FGR.PA","$10.06 B","$104.33","🇫🇷","France"
"1563","Qorvo","QRVO","$10.05 B","$103.32","🇺🇸","USA"
"1564","Bruker","BRKR","$10.05 B","$72.66","🇺🇸","USA"
"1565","Orient Overseas Container Line","0316.HK","$10.04 B","$15.22","🇭🇰","Hong Kong"
"1566","Essential Utilities","WTRG","$10.04 B","$36.76","🇺🇸","USA"
"1567","HMM","011200.KS","$10.04 B","$14.58","🇰🇷","S. Korea"
"1568","Eastman Chemical","EMN","$10.03 B","$84.70","🇺🇸","USA"
"1569","South32","S32.AX","$10.03 B","$2.21","🇦🇺","Australia"
"1570","Scentre Group","SCG.AX","$10.02 B","$1.93","🇦🇺","Australia"
"1571","Hana Financial Group","086790.KS","$10.02 B","$34.79","🇰🇷","S. Korea"
"1572","Lufthansa","LHA.DE","$10.00 B","$8.36","🇩🇪","Germany"
"1573","Sonic Healthcare","SHL.AX","$9.99 B","$20.96","🇦🇺","Australia"
"1574","Telia Company","TELIA.ST","$9.98 B","$2.54","🇸🇪","Sweden"
"1575","Fortune Brands Innovations","FBIN","$9.98 B","$79.16","🇺🇸","USA"
"1576","Ford Otosan","FROTO.IS","$9.97 B","$28.42","🇹🇷","Turkey"
"1577","Emera","EMA.TO","$9.97 B","$36.35","🇨🇦","Canada"
"1578","SCB (Siam Commercial Bank)","SCB.BK","$9.96 B","$2.96","🇹🇭","Thailand"
"1579","GAC (Guangzhou Automobile Group)","601238.SS","$9.96 B","$1.18","🇨🇳","China"
"1580","Qiagen","QGEN","$9.96 B","$43.66","🇳🇱","Netherlands"
"1581","Oracle Corp Japan","4716.T","$9.95 B","$77.76","🇯🇵","Japan"
"1582","Havells India","HAVELLS.NS","$9.94 B","$15.86","🇮🇳","India"
"1583","ASR Nederland","ASRNL.AS","$9.94 B","$47.00","🇳🇱","Netherlands"
"1584","Geely","0175.HK","$9.94 B","$0.99","🇨🇳","China"
"1585","Torrent Pharmaceuticals","TORNTPHARM.NS","$9.93 B","$29.34","🇮🇳","India"
"1586","Nissin Foods","2897.T","$9.92 B","$32.65","🇯🇵","Japan"
"1587","Melrose Industries","MRO.L","$9.92 B","$7.46","🇬🇧","UK"
"1588","Covestro","1COV.F","$9.91 B","$52.53","🇩🇪","Germany"
"1589","Vodacom","VOD.JO","$9.90 B","$5.12","🇿🇦","South Africa"
"1590","Annaly Capital Management","NLY","$9.89 B","$19.80","🇺🇸","USA"
"1591","GBL","GBLB.VI","$9.88 B","$76.27","🇧🇪","Belgium"
"1592","KakaoBank","323410.KS","$9.87 B","$20.73","🇰🇷","S. Korea"
"1593","China Zheshang Bank","2016.HK","$9.86 B","$0.27","🇨🇳","China"
"1594","Powszechny Zakład Ubezpieczeń","PZU.WA","$9.86 B","$11.42","🇵🇱","Poland"
"1595","ITT","ITT","$9.85 B","$120.06","🇺🇸","USA"
"1596","Toast","TOST","$9.83 B","$18.20","🇺🇸","USA"
"1597","Flex","FLEX","$9.82 B","$22.68","🇸🇬","Singapore"
"1598","HELLA","HLE.F","$9.81 B","$87.81","🇩🇪","Germany"
"1599","DaVita","DVA","$9.81 B","$107.40","🇺🇸","USA"
"1600","Northern Star","NST.AX","$9.81 B","$8.54","🇦🇺","Australia"
"1601","Celulosa Argentina","CELU.BA","$9.81 B","$0.97","🇦🇷","Argentina"
"1602","JSW Energy","JSWENERGY.NS","$9.80 B","$5.97","🇮🇳","India"
"1603","PhosAgro","PHOR.ME","$9.80 B","$75.56","🇷🇺","Russia"
"1604","nVent Electric","NVT","$9.79 B","$59.04","🇬🇧","UK"
"1605","Thai Beverage","TBVPF","$9.79 B","$0.39","🇹🇭","Thailand"
"1606","CyberArk","CYBR","$9.78 B","$234.31","🇮🇱","Israel"
